# Lane B peak/lifetime trace (HEAD 013f1f7). peak_qubits=1302 at phase=dialog_gcd_compressed_block_tobitvector_shift ops_idx=1096242 total_ops=9777634
# distinct phases reaching 1302q: dialog_gcd_compressed_block_tobitvector_branch_bits(4 sites), dialog_gcd_compressed_block_tobitvector_compress_block(2 sites), dialog_gcd_compressed_block_tobitvector_cswap(4 sites), dialog_gcd_compressed_block_tobitvector_reverse_add(4 sites), dialog_gcd_compressed_block_tobitvector_reverse_branch_bits(4 sites), dialog_gcd_compressed_block_tobitvector_reverse_cswap(4 sites), dialog_gcd_compressed_block_tobitvector_shift(6 sites), dialog_gcd_compressed_block_tobitvector_subtract(4 sites), dialog_gcd_raw_tobitvector_materialized_add_body(4 sites), dialog_gcd_raw_tobitvector_materialized_add_clear(4 sites), dialog_gcd_raw_tobitvector_materialized_add_load(4 sites), dialog_gcd_raw_tobitvector_materialized_sub_body(4 sites), dialog_gcd_raw_tobitvector_materialized_sub_clear(4 sites), dialog_gcd_raw_tobitvector_materialized_sub_load(4 sites)
# rows below: per-region active-qubit maxima within 7 of peak (source: TRACE_PHASE_ACTIVE_REGIONS)
ops_idx	active_q	phase	level
3850091	1297	dialog_gcd_apply_chunk_sub_final_ripple	near
3859336	1297	dialog_gcd_apply_chunk_sub_final_ripple	near
3868547	1297	dialog_gcd_apply_chunk_sub_final_ripple	near
3877792	1297	dialog_gcd_apply_chunk_sub_final_ripple	near
3887003	1297	dialog_gcd_apply_chunk_sub_final_ripple	near
3896248	1297	dialog_gcd_apply_chunk_sub_final_ripple	near
3905459	1297	dialog_gcd_apply_chunk_sub_final_ripple	near
3914704	1297	dialog_gcd_apply_chunk_sub_final_ripple	near
3923915	1297	dialog_gcd_apply_chunk_sub_final_ripple	near
3933160	1297	dialog_gcd_apply_chunk_sub_final_ripple	near
3942371	1297	dialog_gcd_apply_chunk_sub_final_ripple	near
3951616	1297	dialog_gcd_apply_chunk_sub_final_ripple	near
3960827	1297	dialog_gcd_apply_chunk_sub_final_ripple	near
3970072	1297	dialog_gcd_apply_chunk_sub_final_ripple	near
3979283	1297	dialog_gcd_apply_chunk_sub_final_ripple	near
3988528	1297	dialog_gcd_apply_chunk_sub_final_ripple	near
3997739	1297	dialog_gcd_apply_chunk_sub_final_ripple	near
4006984	1297	dialog_gcd_apply_chunk_sub_final_ripple	near
4016195	1297	dialog_gcd_apply_chunk_sub_final_ripple	near
4025440	1297	dialog_gcd_apply_chunk_sub_final_ripple	near
4034651	1297	dialog_gcd_apply_chunk_sub_final_ripple	near
4043896	1297	dialog_gcd_apply_chunk_sub_final_ripple	near
4053107	1297	dialog_gcd_apply_chunk_sub_final_ripple	near
4062352	1297	dialog_gcd_apply_chunk_sub_final_ripple	near
4071563	1297	dialog_gcd_apply_chunk_sub_final_ripple	near
4080808	1297	dialog_gcd_apply_chunk_sub_final_ripple	near
4090019	1297	dialog_gcd_apply_chunk_sub_final_ripple	near
4099264	1297	dialog_gcd_apply_chunk_sub_final_ripple	near
4108475	1297	dialog_gcd_apply_chunk_sub_final_ripple	near
4117720	1297	dialog_gcd_apply_chunk_sub_final_ripple	near
4126931	1297	dialog_gcd_apply_chunk_sub_final_ripple	near
4136176	1297	dialog_gcd_apply_chunk_sub_final_ripple	near
4145387	1297	dialog_gcd_apply_chunk_sub_final_ripple	near
4154632	1297	dialog_gcd_apply_chunk_sub_final_ripple	near
4163843	1297	dialog_gcd_apply_chunk_sub_final_ripple	near
4173088	1297	dialog_gcd_apply_chunk_sub_final_ripple	near
4182299	1297	dialog_gcd_apply_chunk_sub_final_ripple	near
4191544	1297	dialog_gcd_apply_chunk_sub_final_ripple	near
4200755	1297	dialog_gcd_apply_chunk_sub_final_ripple	near
4898968	1297	dialog_gcd_compressed_block_tobitvector_reverse_add	near
4899218	1297	dialog_gcd_raw_tobitvector_materialized_add_load	near
4901449	1297	dialog_gcd_raw_tobitvector_materialized_add_body	near
4901947	1297	dialog_gcd_raw_tobitvector_materialized_add_clear	near
4902700	1297	dialog_gcd_compressed_block_tobitvector_reverse_cswap	near
4903183	1297	dialog_gcd_compressed_block_tobitvector_reverse_branch_bits	near
4904189	1296	dialog_gcd_compressed_block_tobitvector_reverse_add	near
4904439	1296	dialog_gcd_raw_tobitvector_materialized_add_load	near
4906670	1296	dialog_gcd_raw_tobitvector_materialized_add_body	near
4907168	1296	dialog_gcd_raw_tobitvector_materialized_add_clear	near
4907921	1296	dialog_gcd_compressed_block_tobitvector_reverse_cswap	near
4908381	1296	dialog_gcd_compressed_block_tobitvector_reverse_branch_bits	near
4909412	1300	dialog_gcd_compressed_block_tobitvector_reverse_add	near
4909664	1300	dialog_gcd_raw_tobitvector_materialized_add_load	near
4911913	1300	dialog_gcd_raw_tobitvector_materialized_add_body	near
4912415	1300	dialog_gcd_raw_tobitvector_materialized_add_clear	near
4913174	1300	dialog_gcd_compressed_block_tobitvector_reverse_cswap	near
4913649	1300	dialog_gcd_compressed_block_tobitvector_reverse_branch_bits	near
4914663	1299	dialog_gcd_compressed_block_tobitvector_reverse_add	near
4914915	1299	dialog_gcd_raw_tobitvector_materialized_add_load	near
4917164	1299	dialog_gcd_raw_tobitvector_materialized_add_body	near
4917666	1299	dialog_gcd_raw_tobitvector_materialized_add_clear	near
4918425	1299	dialog_gcd_compressed_block_tobitvector_reverse_cswap	near
4918888	1299	dialog_gcd_compressed_block_tobitvector_reverse_branch_bits	near
4919927	1299	dialog_gcd_compressed_block_tobitvector_reverse_add	near
4920179	1299	dialog_gcd_raw_tobitvector_materialized_add_load	near
4922428	1299	dialog_gcd_raw_tobitvector_materialized_add_body	near
4922930	1299	dialog_gcd_raw_tobitvector_materialized_add_clear	near
4923695	1299	dialog_gcd_compressed_block_tobitvector_reverse_cswap	near
4924202	1299	dialog_gcd_compressed_block_tobitvector_reverse_branch_bits	near
4925224	1302	dialog_gcd_compressed_block_tobitvector_reverse_add	PEAK
4925478	1302	dialog_gcd_raw_tobitvector_materialized_add_load	PEAK
4927745	1302	dialog_gcd_raw_tobitvector_materialized_add_body	PEAK
4928251	1302	dialog_gcd_raw_tobitvector_materialized_add_clear	PEAK
4929016	1302	dialog_gcd_compressed_block_tobitvector_reverse_cswap	PEAK
4929504	1302	dialog_gcd_compressed_block_tobitvector_reverse_branch_bits	PEAK
4930543	1302	dialog_gcd_compressed_block_tobitvector_reverse_add	PEAK
4930799	1302	dialog_gcd_raw_tobitvector_materialized_add_load	PEAK
4933084	1302	dialog_gcd_raw_tobitvector_materialized_add_body	PEAK
4933594	1302	dialog_gcd_raw_tobitvector_materialized_add_clear	PEAK
4934359	1302	dialog_gcd_compressed_block_tobitvector_reverse_cswap	PEAK
4934814	1302	dialog_gcd_compressed_block_tobitvector_reverse_branch_bits	PEAK
4935836	1301	dialog_gcd_compressed_block_tobitvector_reverse_add	near
4936092	1301	dialog_gcd_raw_tobitvector_materialized_add_load	near
4938377	1301	dialog_gcd_raw_tobitvector_materialized_add_body	near
4938887	1301	dialog_gcd_raw_tobitvector_materialized_add_clear	near
4939652	1301	dialog_gcd_compressed_block_tobitvector_reverse_cswap	near
4940095	1301	dialog_gcd_compressed_block_tobitvector_reverse_branch_bits	near
4941134	1297	dialog_gcd_compressed_block_tobitvector_reverse_add	near
4941390	1297	dialog_gcd_raw_tobitvector_materialized_add_load	near
4943675	1297	dialog_gcd_raw_tobitvector_materialized_add_body	near
4944185	1297	dialog_gcd_raw_tobitvector_materialized_add_clear	near
4944950	1297	dialog_gcd_compressed_block_tobitvector_reverse_cswap	near
4945356	1297	dialog_gcd_compressed_block_tobitvector_reverse_branch_bits	near
4946378	1296	dialog_gcd_compressed_block_tobitvector_reverse_add	near
4946634	1296	dialog_gcd_raw_tobitvector_materialized_add_load	near
4948919	1296	dialog_gcd_raw_tobitvector_materialized_add_body	near
4949429	1296	dialog_gcd_raw_tobitvector_materialized_add_clear	near
4950194	1296	dialog_gcd_compressed_block_tobitvector_reverse_cswap	near
4950632	1296	dialog_gcd_compressed_block_tobitvector_reverse_branch_bits	near
5950792	1296	dialog_gcd_compressed_block_tobitvector_compress_block	near
5951113	1296	dialog_gcd_compressed_block_tobitvector_branch_bits	near
5951878	1296	dialog_gcd_compressed_block_tobitvector_cswap	near
5951878	1296	dialog_gcd_compressed_block_tobitvector_subtract	near
5952134	1296	dialog_gcd_raw_tobitvector_materialized_sub_load	near
5954419	1296	dialog_gcd_raw_tobitvector_materialized_sub_body	near
5954929	1296	dialog_gcd_raw_tobitvector_materialized_sub_clear	near
5956068	1297	dialog_gcd_compressed_block_tobitvector_shift	near
5956356	1297	dialog_gcd_compressed_block_tobitvector_branch_bits	near
5957121	1297	dialog_gcd_compressed_block_tobitvector_cswap	near
5957121	1297	dialog_gcd_compressed_block_tobitvector_subtract	near
5957377	1297	dialog_gcd_raw_tobitvector_materialized_sub_load	near
5959662	1297	dialog_gcd_raw_tobitvector_materialized_sub_body	near
5960172	1297	dialog_gcd_raw_tobitvector_materialized_sub_clear	near
5961312	1297	dialog_gcd_compressed_block_tobitvector_shift	near
5961329	1301	dialog_gcd_compressed_block_tobitvector_compress_block	near
5961650	1301	dialog_gcd_compressed_block_tobitvector_branch_bits	near
5962415	1301	dialog_gcd_compressed_block_tobitvector_cswap	near
5962415	1301	dialog_gcd_compressed_block_tobitvector_subtract	near
5962671	1301	dialog_gcd_raw_tobitvector_materialized_sub_load	near
5964956	1301	dialog_gcd_raw_tobitvector_materialized_sub_body	near
5965466	1301	dialog_gcd_raw_tobitvector_materialized_sub_clear	near
5966610	1302	dialog_gcd_compressed_block_tobitvector_shift	PEAK
5966942	1302	dialog_gcd_compressed_block_tobitvector_branch_bits	PEAK
5967707	1302	dialog_gcd_compressed_block_tobitvector_cswap	PEAK
5967707	1302	dialog_gcd_compressed_block_tobitvector_subtract	PEAK
5967963	1302	dialog_gcd_raw_tobitvector_materialized_sub_load	PEAK
5970248	1302	dialog_gcd_raw_tobitvector_materialized_sub_body	PEAK
5970758	1302	dialog_gcd_raw_tobitvector_materialized_sub_clear	PEAK
5971903	1302	dialog_gcd_compressed_block_tobitvector_shift	PEAK
5971920	1302	dialog_gcd_compressed_block_tobitvector_compress_block	PEAK
5972285	1302	dialog_gcd_compressed_block_tobitvector_branch_bits	PEAK
5973050	1302	dialog_gcd_compressed_block_tobitvector_cswap	PEAK
5973050	1302	dialog_gcd_compressed_block_tobitvector_subtract	PEAK
5973304	1302	dialog_gcd_raw_tobitvector_materialized_sub_load	PEAK
5975571	1302	dialog_gcd_raw_tobitvector_materialized_sub_body	PEAK
5976077	1302	dialog_gcd_raw_tobitvector_materialized_sub_clear	PEAK
5977222	1302	dialog_gcd_compressed_block_tobitvector_shift	PEAK
5977609	1299	dialog_gcd_compressed_block_tobitvector_branch_bits	near
5978374	1299	dialog_gcd_compressed_block_tobitvector_cswap	near
5978374	1299	dialog_gcd_compressed_block_tobitvector_subtract	near
5978626	1299	dialog_gcd_raw_tobitvector_materialized_sub_load	near
5980875	1299	dialog_gcd_raw_tobitvector_materialized_sub_body	near
5981377	1299	dialog_gcd_raw_tobitvector_materialized_sub_clear	near
5982519	1299	dialog_gcd_compressed_block_tobitvector_shift	near
5982536	1299	dialog_gcd_compressed_block_tobitvector_compress_block	near
5982879	1299	dialog_gcd_compressed_block_tobitvector_branch_bits	near
5983638	1299	dialog_gcd_compressed_block_tobitvector_cswap	near
5983638	1299	dialog_gcd_compressed_block_tobitvector_subtract	near
5983890	1299	dialog_gcd_raw_tobitvector_materialized_sub_load	near
5986139	1299	dialog_gcd_raw_tobitvector_materialized_sub_body	near
5986641	1299	dialog_gcd_raw_tobitvector_materialized_sub_clear	near
5987775	1300	dialog_gcd_compressed_block_tobitvector_shift	near
5988129	1300	dialog_gcd_compressed_block_tobitvector_branch_bits	near
5988888	1300	dialog_gcd_compressed_block_tobitvector_cswap	near
5988888	1300	dialog_gcd_compressed_block_tobitvector_subtract	near
5989140	1300	dialog_gcd_raw_tobitvector_materialized_sub_load	near
5991389	1300	dialog_gcd_raw_tobitvector_materialized_sub_body	near
5991891	1300	dialog_gcd_raw_tobitvector_materialized_sub_clear	near
5993026	1300	dialog_gcd_compressed_block_tobitvector_shift	near
5993043	1296	dialog_gcd_compressed_block_tobitvector_compress_block	near
5993386	1296	dialog_gcd_compressed_block_tobitvector_branch_bits	near
5994139	1296	dialog_gcd_compressed_block_tobitvector_cswap	near
5994139	1296	dialog_gcd_compressed_block_tobitvector_subtract	near
5994389	1296	dialog_gcd_raw_tobitvector_materialized_sub_load	near
5996620	1296	dialog_gcd_raw_tobitvector_materialized_sub_body	near
5997118	1296	dialog_gcd_raw_tobitvector_materialized_sub_clear	near
5998241	1297	dialog_gcd_compressed_block_tobitvector_shift	near
5998606	1297	dialog_gcd_compressed_block_tobitvector_branch_bits	near
5999359	1297	dialog_gcd_compressed_block_tobitvector_cswap	near
5999359	1297	dialog_gcd_compressed_block_tobitvector_subtract	near
5999609	1297	dialog_gcd_raw_tobitvector_materialized_sub_load	near
6001840	1297	dialog_gcd_raw_tobitvector_materialized_sub_body	near
6002338	1297	dialog_gcd_raw_tobitvector_materialized_sub_clear	near
6003462	1297	dialog_gcd_compressed_block_tobitvector_shift	near
6700288	1297	dialog_gcd_apply_chunk_add_final_ripple	near
6709081	1297	dialog_gcd_apply_chunk_add_final_ripple	near
6717908	1297	dialog_gcd_apply_chunk_add_final_ripple	near
6726701	1297	dialog_gcd_apply_chunk_add_final_ripple	near
6735528	1297	dialog_gcd_apply_chunk_add_final_ripple	near
6744321	1297	dialog_gcd_apply_chunk_add_final_ripple	near
6753148	1297	dialog_gcd_apply_chunk_add_final_ripple	near
6761941	1297	dialog_gcd_apply_chunk_add_final_ripple	near
6770768	1297	dialog_gcd_apply_chunk_add_final_ripple	near
6779561	1297	dialog_gcd_apply_chunk_add_final_ripple	near
6788388	1297	dialog_gcd_apply_chunk_add_final_ripple	near
6797181	1297	dialog_gcd_apply_chunk_add_final_ripple	near
6806008	1297	dialog_gcd_apply_chunk_add_final_ripple	near
6814801	1297	dialog_gcd_apply_chunk_add_final_ripple	near
6823628	1297	dialog_gcd_apply_chunk_add_final_ripple	near
6832421	1297	dialog_gcd_apply_chunk_add_final_ripple	near
6841248	1297	dialog_gcd_apply_chunk_add_final_ripple	near
6850041	1297	dialog_gcd_apply_chunk_add_final_ripple	near
6858868	1297	dialog_gcd_apply_chunk_add_final_ripple	near
6867661	1297	dialog_gcd_apply_chunk_add_final_ripple	near
6876488	1297	dialog_gcd_apply_chunk_add_final_ripple	near
6885281	1297	dialog_gcd_apply_chunk_add_final_ripple	near
6894108	1297	dialog_gcd_apply_chunk_add_final_ripple	near
6902901	1297	dialog_gcd_apply_chunk_add_final_ripple	near
6911728	1297	dialog_gcd_apply_chunk_add_final_ripple	near
6920521	1297	dialog_gcd_apply_chunk_add_final_ripple	near
6929348	1297	dialog_gcd_apply_chunk_add_final_ripple	near
6938141	1297	dialog_gcd_apply_chunk_add_final_ripple	near
6946968	1297	dialog_gcd_apply_chunk_add_final_ripple	near
6955761	1297	dialog_gcd_apply_chunk_add_final_ripple	near
6964588	1297	dialog_gcd_apply_chunk_add_final_ripple	near
6973381	1297	dialog_gcd_apply_chunk_add_final_ripple	near
6982208	1297	dialog_gcd_apply_chunk_add_final_ripple	near
6991001	1297	dialog_gcd_apply_chunk_add_final_ripple	near
6999828	1297	dialog_gcd_apply_chunk_add_final_ripple	near
7008621	1297	dialog_gcd_apply_chunk_add_final_ripple	near
7017448	1297	dialog_gcd_apply_chunk_add_final_ripple	near
7026241	1297	dialog_gcd_apply_chunk_add_final_ripple	near
7035068	1297	dialog_gcd_apply_chunk_add_final_ripple	near
7043861	1297	dialog_gcd_apply_chunk_add_final_ripple	near
7052688	1297	dialog_gcd_apply_chunk_add_final_ripple	near
7061481	1297	dialog_gcd_apply_chunk_add_final_ripple	near
7070308	1297	dialog_gcd_apply_chunk_add_final_ripple	near
7079101	1297	dialog_gcd_apply_chunk_add_final_ripple	near
7087928	1297	dialog_gcd_apply_chunk_add_final_ripple	near
7096721	1297	dialog_gcd_apply_chunk_add_final_ripple	near
7105548	1297	dialog_gcd_apply_chunk_add_final_ripple	near
7114341	1297	dialog_gcd_apply_chunk_add_final_ripple	near
7123168	1297	dialog_gcd_apply_chunk_add_final_ripple	near
7131961	1297	dialog_gcd_apply_chunk_add_final_ripple	near
7140788	1297	dialog_gcd_apply_chunk_add_final_ripple	near
7149581	1297	dialog_gcd_apply_chunk_add_final_ripple	near
7158408	1297	dialog_gcd_apply_chunk_add_final_ripple	near
7167201	1297	dialog_gcd_apply_chunk_add_final_ripple	near
7176028	1297	dialog_gcd_apply_chunk_add_final_ripple	near
7184821	1297	dialog_gcd_apply_chunk_add_final_ripple	near
7193648	1297	dialog_gcd_apply_chunk_add_final_ripple	near
7202441	1297	dialog_gcd_apply_chunk_add_final_ripple	near
7211268	1297	dialog_gcd_apply_chunk_add_final_ripple	near
7220061	1297	dialog_gcd_apply_chunk_add_final_ripple	near
7228888	1297	dialog_gcd_apply_chunk_add_final_ripple	near
7237681	1297	dialog_gcd_apply_chunk_add_final_ripple	near
7246508	1297	dialog_gcd_apply_chunk_add_final_ripple	near
7255301	1297	dialog_gcd_apply_chunk_add_final_ripple	near
7264128	1297	dialog_gcd_apply_chunk_add_final_ripple	near
7272921	1297	dialog_gcd_apply_chunk_add_final_ripple	near
7281748	1297	dialog_gcd_apply_chunk_add_final_ripple	near
7290541	1297	dialog_gcd_apply_chunk_add_final_ripple	near
7299368	1297	dialog_gcd_apply_chunk_add_final_ripple	near
7308161	1297	dialog_gcd_apply_chunk_add_final_ripple	near
7316988	1297	dialog_gcd_apply_chunk_add_final_ripple	near
7325781	1297	dialog_gcd_apply_chunk_add_final_ripple	near
7334608	1297	dialog_gcd_apply_chunk_add_final_ripple	near
7343401	1297	dialog_gcd_apply_chunk_add_final_ripple	near
7352228	1297	dialog_gcd_apply_chunk_add_final_ripple	near
7361021	1297	dialog_gcd_apply_chunk_add_final_ripple	near
7369848	1297	dialog_gcd_apply_chunk_add_final_ripple	near
7378641	1297	dialog_gcd_apply_chunk_add_final_ripple	near
7387468	1297	dialog_gcd_apply_chunk_add_final_ripple	near
7396261	1297	dialog_gcd_apply_chunk_add_final_ripple	near
7405088	1297	dialog_gcd_apply_chunk_add_final_ripple	near
7413881	1297	dialog_gcd_apply_chunk_add_final_ripple	near
7422708	1297	dialog_gcd_apply_chunk_add_final_ripple	near
7431501	1297	dialog_gcd_apply_chunk_add_final_ripple	near
7440328	1297	dialog_gcd_apply_chunk_add_final_ripple	near
7449121	1297	dialog_gcd_apply_chunk_add_final_ripple	near
7457948	1297	dialog_gcd_apply_chunk_add_final_ripple	near
7466741	1297	dialog_gcd_apply_chunk_add_final_ripple	near
7475568	1297	dialog_gcd_apply_chunk_add_final_ripple	near
7484361	1297	dialog_gcd_apply_chunk_add_final_ripple	near
7493188	1297	dialog_gcd_apply_chunk_add_final_ripple	near
7501981	1297	dialog_gcd_apply_chunk_add_final_ripple	near
7510808	1297	dialog_gcd_apply_chunk_add_final_ripple	near
7519601	1297	dialog_gcd_apply_chunk_add_final_ripple	near
7528428	1297	dialog_gcd_apply_chunk_add_final_ripple	near
7537221	1297	dialog_gcd_apply_chunk_add_final_ripple	near
7546048	1297	dialog_gcd_apply_chunk_add_final_ripple	near
7554841	1297	dialog_gcd_apply_chunk_add_final_ripple	near
7563668	1297	dialog_gcd_apply_chunk_add_final_ripple	near
7572461	1297	dialog_gcd_apply_chunk_add_final_ripple	near
7581288	1297	dialog_gcd_apply_chunk_add_final_ripple	near
7590081	1297	dialog_gcd_apply_chunk_add_final_ripple	near
7598908	1297	dialog_gcd_apply_chunk_add_final_ripple	near
7607701	1297	dialog_gcd_apply_chunk_add_final_ripple	near
7616528	1297	dialog_gcd_apply_chunk_add_final_ripple	near
7625321	1297	dialog_gcd_apply_chunk_add_final_ripple	near
7634148	1297	dialog_gcd_apply_chunk_add_final_ripple	near
7642941	1297	dialog_gcd_apply_chunk_add_final_ripple	near
7651768	1297	dialog_gcd_apply_chunk_add_final_ripple	near
7660561	1297	dialog_gcd_apply_chunk_add_final_ripple	near
7669388	1297	dialog_gcd_apply_chunk_add_final_ripple	near
7678181	1297	dialog_gcd_apply_chunk_add_final_ripple	near
7687008	1297	dialog_gcd_apply_chunk_add_final_ripple	near
7695801	1297	dialog_gcd_apply_chunk_add_final_ripple	near
7704628	1297	dialog_gcd_apply_chunk_add_final_ripple	near
7713421	1297	dialog_gcd_apply_chunk_add_final_ripple	near
7722248	1297	dialog_gcd_apply_chunk_add_final_ripple	near
7731041	1297	dialog_gcd_apply_chunk_add_final_ripple	near
7739868	1297	dialog_gcd_apply_chunk_add_final_ripple	near
7748661	1297	dialog_gcd_apply_chunk_add_final_ripple	near
7757488	1297	dialog_gcd_apply_chunk_add_final_ripple	near
7766281	1297	dialog_gcd_apply_chunk_add_final_ripple	near
7775108	1297	dialog_gcd_apply_chunk_add_final_ripple	near
7783901	1297	dialog_gcd_apply_chunk_add_final_ripple	near
7792728	1297	dialog_gcd_apply_chunk_add_final_ripple	near
7801521	1297	dialog_gcd_apply_chunk_add_final_ripple	near
7810348	1297	dialog_gcd_apply_chunk_add_final_ripple	near
7819141	1297	dialog_gcd_apply_chunk_add_final_ripple	near
7827968	1297	dialog_gcd_apply_chunk_add_final_ripple	near
7836761	1297	dialog_gcd_apply_chunk_add_final_ripple	near
7845588	1297	dialog_gcd_apply_chunk_add_final_ripple	near
7854381	1297	dialog_gcd_apply_chunk_add_final_ripple	near
7863208	1297	dialog_gcd_apply_chunk_add_final_ripple	near
7872001	1297	dialog_gcd_apply_chunk_add_final_ripple	near
7880828	1297	dialog_gcd_apply_chunk_add_final_ripple	near
7889621	1297	dialog_gcd_apply_chunk_add_final_ripple	near
7898448	1297	dialog_gcd_apply_chunk_add_final_ripple	near
7907241	1297	dialog_gcd_apply_chunk_add_final_ripple	near
7916068	1297	dialog_gcd_apply_chunk_add_final_ripple	near
7924861	1297	dialog_gcd_apply_chunk_add_final_ripple	near
7933688	1297	dialog_gcd_apply_chunk_add_final_ripple	near
7942481	1297	dialog_gcd_apply_chunk_add_final_ripple	near
7951308	1297	dialog_gcd_apply_chunk_add_final_ripple	near
7960101	1297	dialog_gcd_apply_chunk_add_final_ripple	near
7968928	1297	dialog_gcd_apply_chunk_add_final_ripple	near
7977721	1297	dialog_gcd_apply_chunk_add_final_ripple	near
7986548	1297	dialog_gcd_apply_chunk_add_final_ripple	near
7995341	1297	dialog_gcd_apply_chunk_add_final_ripple	near
8004168	1297	dialog_gcd_apply_chunk_add_final_ripple	near
8012961	1297	dialog_gcd_apply_chunk_add_final_ripple	near
8021788	1297	dialog_gcd_apply_chunk_add_final_ripple	near
8030581	1297	dialog_gcd_apply_chunk_add_final_ripple	near
8039408	1297	dialog_gcd_apply_chunk_add_final_ripple	near
8048201	1297	dialog_gcd_apply_chunk_add_final_ripple	near
8057028	1297	dialog_gcd_apply_chunk_add_final_ripple	near
8065821	1297	dialog_gcd_apply_chunk_add_final_ripple	near
8074648	1297	dialog_gcd_apply_chunk_add_final_ripple	near
8083441	1297	dialog_gcd_apply_chunk_add_final_ripple	near
8092268	1297	dialog_gcd_apply_chunk_add_final_ripple	near
8101061	1297	dialog_gcd_apply_chunk_add_final_ripple	near
8109888	1297	dialog_gcd_apply_chunk_add_final_ripple	near
8118681	1297	dialog_gcd_apply_chunk_add_final_ripple	near
8127508	1297	dialog_gcd_apply_chunk_add_final_ripple	near
8136301	1297	dialog_gcd_apply_chunk_add_final_ripple	near
8145128	1297	dialog_gcd_apply_chunk_add_final_ripple	near
8153921	1297	dialog_gcd_apply_chunk_add_final_ripple	near
8162748	1297	dialog_gcd_apply_chunk_add_final_ripple	near
8171541	1297	dialog_gcd_apply_chunk_add_final_ripple	near
8180368	1297	dialog_gcd_apply_chunk_add_final_ripple	near
8189161	1297	dialog_gcd_apply_chunk_add_final_ripple	near
8197988	1297	dialog_gcd_apply_chunk_add_final_ripple	near
8206781	1297	dialog_gcd_apply_chunk_add_final_ripple	near
8215608	1297	dialog_gcd_apply_chunk_add_final_ripple	near
8224401	1297	dialog_gcd_apply_chunk_add_final_ripple	near
8233228	1297	dialog_gcd_apply_chunk_add_final_ripple	near
8242021	1297	dialog_gcd_apply_chunk_add_final_ripple	near
8250848	1297	dialog_gcd_apply_chunk_add_final_ripple	near
8259641	1297	dialog_gcd_apply_chunk_add_final_ripple	near
8268468	1297	dialog_gcd_apply_chunk_add_final_ripple	near
8277261	1297	dialog_gcd_apply_chunk_add_final_ripple	near
8286088	1297	dialog_gcd_apply_chunk_add_final_ripple	near
8294881	1297	dialog_gcd_apply_chunk_add_final_ripple	near
8303708	1297	dialog_gcd_apply_chunk_add_final_ripple	near
8312501	1297	dialog_gcd_apply_chunk_add_final_ripple	near
8321328	1297	dialog_gcd_apply_chunk_add_final_ripple	near
8330121	1297	dialog_gcd_apply_chunk_add_final_ripple	near
8338948	1297	dialog_gcd_apply_chunk_add_final_ripple	near
8347741	1297	dialog_gcd_apply_chunk_add_final_ripple	near
8356568	1297	dialog_gcd_apply_chunk_add_final_ripple	near
8365361	1297	dialog_gcd_apply_chunk_add_final_ripple	near
8374188	1297	dialog_gcd_apply_chunk_add_final_ripple	near
8382981	1297	dialog_gcd_apply_chunk_add_final_ripple	near
8391808	1297	dialog_gcd_apply_chunk_add_final_ripple	near
8400601	1297	dialog_gcd_apply_chunk_add_final_ripple	near
8409428	1297	dialog_gcd_apply_chunk_add_final_ripple	near
8418221	1297	dialog_gcd_apply_chunk_add_final_ripple	near
8427048	1297	dialog_gcd_apply_chunk_add_final_ripple	near
8435841	1297	dialog_gcd_apply_chunk_add_final_ripple	near
8444668	1297	dialog_gcd_apply_chunk_add_final_ripple	near
8453461	1297	dialog_gcd_apply_chunk_add_final_ripple	near
8462288	1297	dialog_gcd_apply_chunk_add_final_ripple	near
8471081	1297	dialog_gcd_apply_chunk_add_final_ripple	near
8479908	1297	dialog_gcd_apply_chunk_add_final_ripple	near
8488701	1297	dialog_gcd_apply_chunk_add_final_ripple	near
8497528	1297	dialog_gcd_apply_chunk_add_final_ripple	near
8506321	1297	dialog_gcd_apply_chunk_add_final_ripple	near
8515148	1297	dialog_gcd_apply_chunk_add_final_ripple	near
8523941	1297	dialog_gcd_apply_chunk_add_final_ripple	near
8532768	1297	dialog_gcd_apply_chunk_add_final_ripple	near
8541561	1297	dialog_gcd_apply_chunk_add_final_ripple	near
8550388	1297	dialog_gcd_apply_chunk_add_final_ripple	near
8559181	1297	dialog_gcd_apply_chunk_add_final_ripple	near
8568008	1297	dialog_gcd_apply_chunk_add_final_ripple	near
8576801	1297	dialog_gcd_apply_chunk_add_final_ripple	near
8585628	1297	dialog_gcd_apply_chunk_add_final_ripple	near
8594421	1297	dialog_gcd_apply_chunk_add_final_ripple	near
8603248	1297	dialog_gcd_apply_chunk_add_final_ripple	near
8612041	1297	dialog_gcd_apply_chunk_add_final_ripple	near
8620868	1297	dialog_gcd_apply_chunk_add_final_ripple	near
8629661	1297	dialog_gcd_apply_chunk_add_final_ripple	near
8638488	1297	dialog_gcd_apply_chunk_add_final_ripple	near
8647281	1297	dialog_gcd_apply_chunk_add_final_ripple	near
8656108	1297	dialog_gcd_apply_chunk_add_final_ripple	near
8664901	1297	dialog_gcd_apply_chunk_add_final_ripple	near
8673728	1297	dialog_gcd_apply_chunk_add_final_ripple	near
8682521	1297	dialog_gcd_apply_chunk_add_final_ripple	near
8691348	1297	dialog_gcd_apply_chunk_add_final_ripple	near
8700141	1297	dialog_gcd_apply_chunk_add_final_ripple	near
8708968	1297	dialog_gcd_apply_chunk_add_final_ripple	near
